triplet_id	ac_id	A	C	D	pdb_assembly	positive_source	verified_bridge_same_assembly
SCF:0000788	AC:000651	M2Y652	E3UIU1	E3UIU0	9kc5-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000789	AC:000657	O15212	P78371	P50991	6nrb-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000790	AC:000657	O15212	P78371	P50990	6nrb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000791	AC:000661	Q15019	Q16181	Q14141	7m6j-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000792	AC:000661	Q16181	Q15019	Q14141	7m6j-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000793	AC:000664	P13192	Q43485	Q9LKC7	7ew6-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000794	AC:000664	P13192	Q43485	F2CW18	7ew6-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000795	AC:000665	F4JYR0	O22993	F4KF14	8xku-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000796	AC:000665	F4JYR0	O22993	Q9SAJ3	8xku-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000797	AC:000665	F4JYR0	O22993	F4J3N2	8xku-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000798	AC:000666	Q8DJ02	Q8DKF4	Q8DKY0	6tjv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000799	AC:000666	Q8DJ02	Q8DKF4	Q8DMR6	6tjv-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000800	AC:000667	A0A1S3YU01	A0A1S3X147	A0A1S3ZQT7	8wa1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000801	AC:000667	A0A1S3YU01	A0A1S3X147	A0A1S4CE74	8wa1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000802	AC:000669	A0A125YG13	A0A125YMK3	S8GU15	9fi8-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000803	AC:000669	A0A125YG13	A0A125YMK3	S8F4G4	9fi8-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000804	AC:000670	I7MHB1	Q24DI9	Q1HFV9	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000805	AC:000670	I7MHB1	Q24DI9	Q1HFW2	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000806	AC:000670	I7MHB1	Q24DI9	A4VE64	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000807	AC:000671	Q03799	P36056	P48237	8d8j-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000808	AC:000672	C1K003	D0FXV2	D0FXZ0	6sl5-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000809	AC:000672	D0FXV2	C1K003	C1K004	6sl5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000810	AC:000672	D0FXV2	C1K003	A0A6I8WFT8	6sl5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000811	AC:000673	P36886	P13194	Q9S831	7ewk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000812	AC:000673	P36886	P13194	P36213	7ewk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000813	AC:000675	W8SUD1	A0A2P6TT36	A0A2P6TMX4	7a4p-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000814	AC:000675	W8SUD1	A0A2P6TT36	A0A2P6TS63	7a4p-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000815	AC:000675	W8SUD1	A0A2P6TT36	A0A2P6TZ50	7a4p-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000816	AC:000677	S7UVH4	A0A125YN38	S7W617	9i4x-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000817	AC:000678	G0SC21	G0SCD1	P0CT46	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000818	AC:000678	G0SCD1	G0SC21	G0SE33	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000819	AC:000678	G0SCD1	G0SC21	G0S1P1	8pel-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000820	AC:000678	G0SCD1	G0SC21	G0S755	8pel-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000821	AC:000679	Q13618	Q7L5N1	Q9BT78	8h3a-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000822	AC:000679	Q7L5N1	Q13618	Q13619	8h3a-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000823	AC:000679	Q7L5N1	Q13618	Q13617	8h3a-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000824	AC:000679	Q7L5N1	Q13618	Q93034	8h3a-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000825	AC:000680	Q8L806	W5DS33	W5FWF5	8r57-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000826	AC:000680	Q8L806	W5DS33	Q5I7L2	8r57-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000827	AC:000681	B8YB57	B8YB56	B8YB54	2wb1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000828	AC:000683	A0QU34	A0QU29	A0QU23	8e9i-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000829	AC:000683	A0QU34	A0QU29	A0QU25	8e9i-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000830	AC:000684	O75822	P62280	P62266	6ybw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000831	AC:000684	P62280	O75822	P23396	6ybw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000832	AC:000684	P62280	O75822	P46782	6ybw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000833	AC:000685	E9NPX1	I0Z7A7	I0YQ44	9kqq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000834	AC:000685	E9NPX1	I0Z7A7	I0YQ46	9kqq-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000835	AC:000685	E9NPX1	I0Z7A7	I0Z7V3	9kqq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000836	AC:000686	Q8MFA2	A0A2K1K0C7	A0A2K1JLZ3	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000837	AC:000686	Q8MFA2	A0A2K1K0C7	A0A2K1IB10	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000838	AC:000686	Q8MFA2	A0A2K1K0C7	A0A2K1J0L9	6l35-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000839	AC:000688	O60925	P50991	P49368	6nrb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000840	AC:000688	O60925	P50991	P17987	6nrb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000841	AC:000688	P50991	O60925	Q9NQP4	6nrb-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000842	AC:000688	P50991	O60925	O15212	6nrb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000843	AC:000689	P27521	Q9S7N7	Q9SHE8	7wfd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000844	AC:000689	Q9S7N7	P27521	Q01667	7wfd-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000845	AC:000690	A8JC51	A8IKI9	A8J5P7	9f5z-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000846	AC:000693	A0A1S3YEW3	A0A1S3X147	A0A1S4CE74	8wa1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000847	AC:000700	D0FXW0	C1K003	A0A6I8WFT8	6sl5-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000848	AC:000701	A8IJY7	A8IL21	A8INX1	7ekq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000849	AC:000701	A8IL21	A8IJY7	A0A2K3DG79	7ekq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000850	AC:000701	A8IL21	A8IJY7	A8INX1	7ekq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000851	AC:000701	A8IL21	A8IJY7	A8IS47	7ekq-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000852	AC:000706	P13393	P47076	P20433	6eu0-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000853	AC:000706	P13393	P47076	P20435	6eu0-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000854	AC:000707	O95456	P28072	Q99436	8yix-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000855	AC:000707	O95456	P28072	Q969U7	8yix-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000856	AC:000707	P28072	O95456	Q99933	8yix-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000857	AC:000707	P28072	O95456	O14818	8yix-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000858	AC:000708	O15212	P48643	P50991	6nr9-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000859	AC:000708	O15212	P48643	P40227	6nr9-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000860	AC:000709	Q95695	Q9SGH4	O80634	7wff-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000861	AC:000709	Q95695	Q9SGH4	Q9XI73	7wff-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000862	AC:000710	B8YB63	B8YB54	B8YB56	2wb1-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000863	AC:000711	Q22YU3	A4VE64	Q24CE5	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000864	AC:000711	Q22YU3	A4VE64	Q24DI9	6zyw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000865	AC:000712	P08266	Q9VEA5	Q7JZF5	9mu7-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000866	AC:000712	P08266	Q9VEA5	P36958	9mu7-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000867	AC:000714	P49736	Q9UBD5	Q9Y5B9	8s0f-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000868	AC:000714	Q9UBD5	P49736	P33993	8s0f-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000869	AC:000714	Q9UBD5	P49736	P25205	8s0f-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000870	AC:000714	Q9UBD5	P49736	Q13415	8s0f-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000871	AC:000715	A0A1S3ZQT7	A0AA96C3P8	A0A1S3ZSI0	8w9z-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000872	AC:000716	O14746	P04908	Q9BTM1	7v99-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000873	AC:000716	P04908	O14746	P30876	7v99-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000874	AC:000718	A0A2K3DLI2	A0A2K3DQ46	A0A2K3DLF7	8xqw-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000875	AC:000723	F1SDI2	F1RPD2	A0A8D0PK14	8zow-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000876	AC:000723	F1SDI2	F1RPD2	F1SKM0	8zow-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000877	AC:000724	Q8DHA7	Q8DMP8	Q9F1R6	7nhp-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000878	AC:000724	Q8DMP8	Q8DHA7	Q8DIN8	7nhp-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000879	AC:000724	Q8DMP8	Q8DHA7	P12241	7nhp-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000880	AC:000725	C4M979	C4LXN2	C4M8Y8	9v27-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000881	AC:000725	C4M979	C4LXN2	C4M0Q2	9v27-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000882	AC:000726	Q2FW39	Q2G2Q4	Q2FW18	8byv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000883	AC:000726	Q2G2Q4	Q2FW39	Q2FW31	8byv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000884	AC:000727	P0A7U3	P69222	P0A7T7	9h9h-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000885	AC:000727	P0A7U3	P69222	P0A7R5	9h9h-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000886	AC:000727	P0A7U3	P69222	P0A7M6	9h9h-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000887	AC:000729	Q980R1	Q7LXK4	Q980Q9	3hkz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000888	AC:000730	A0A3Q7HSH1	P49215	A0A3Q7IN69	7qix-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000889	AC:000730	P49215	A0A3Q7HSH1	A0A3Q7HQH0	7qix-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000890	AC:000735	A0A2K3DHV6	A0A2K3DLI2	A0A2K3DVJ8	8xks-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000891	AC:000735	A0A2K3DLI2	A0A2K3DHV6	A0A2K3CRM9	8xks-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000892	AC:000736	P0A8T7	P0AF28	P0A7V8	8u3b-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000893	AC:000736	P0A8T7	P0AF28	P0A7V3	8u3b-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000894	AC:000736	P0A8T7	P0AF28	P0AFW0	8u3b-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000895	AC:000737	A0T0T5	B8C770	B8C0K4	8xls-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000896	AC:000737	A0T0T5	B8C770	B8BUW3	8xls-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000897	AC:000738	A0A1J7CBX1	A0A1M5L8S8	A0A1M5L6R0	9zcd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000898	AC:000740	B8LEV1	B8CEQ3	B8BUW3	8xls-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000899	AC:000742	P13192	P36213	P13194	7ewk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000900	AC:000742	P36213	P13192	P23993	7ewk-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000901	AC:000744	P62090	Q9S7N7	Q9SUI5	7wfd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000902	AC:000745	P62807	Q9BS16	P0CG47	7yyh-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000903	AC:000745	P62807	Q9BS16	Q13352	7yyh-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000904	AC:000745	Q9BS16	P62807	Q93077	7yyh-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000905	AC:000749	Q2FKZ2	Q2FRL9	Q2FRK1	7bkb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000906	AC:000751	P0A444	Q8DG60	Q9F1L5	7nhp-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000907	AC:000751	Q8DG60	P0A444	Q8DIF8	7nhp-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000908	AC:000753	P12975	P74564	P72712	6hqb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000909	AC:000754	A0A2K3DGW6	A8HUP3	A0A2K3DHV6	8xks-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000910	AC:000757	A2P1G9	U5LP42	P01865	4zxb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000911	AC:000757	A2P1G9	U5LP42	P01867	4zxb-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000912	AC:000758	B6TXS5	O65101	A0A1D6HY75	5zji-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000913	AC:000759	A0A2K1JC42	A0A2K1KN29	A0A2K1JLZ3	6l35-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000914	AC:000763	O13877	Q09177	P87123	7aoc-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000915	AC:000764	Q03718	P38632	Q07913	8i4x-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000916	AC:000767	O00483	P24311	P14854	9i7u-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000917	AC:000767	P24311	O00483	P09669	9i7u-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000918	AC:000768	Q5JS54	O95456	O14818	8tm3-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000919	AC:000769	Q6NLH0	O81098	Q9M1J2	7eu1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000920	AC:000775	P33339	Q12308	P32367	8ffz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000921	AC:000775	Q12308	P33339	P34111	8ffz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000922	AC:000776	P06899	Q96GM5	Q8N884	9rn1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000923	AC:000776	P06899	Q96GM5	Q12824	9rn1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000924	AC:000776	P06899	Q96GM5	Q9H9F9	9rn1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000925	AC:000777	P04969	P21467	P21472	8cdu-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000926	AC:000777	P04969	P21467	P21469	8cdu-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000927	AC:000777	P21467	P04969	P21470	8cdu-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000928	AC:000777	P21467	P04969	P46898	8cdu-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000929	AC:000779	P62877	Q13216	Q13309	8b3i-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000930	AC:000779	P62877	Q13216	Q712K3	8b3i-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000931	AC:000782	O19925	O19895	Q9TM47	4yuu-assembly3.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000932	AC:000783	P06505	A0A9R0JBX6	A0A9R0IWV5	8xzv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000933	AC:000783	P06505	A0A9R0JBX6	A0A9R0K7U8	8xzv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000934	AC:000784	Q24CL2	W7WX86	I7MDA9	8th8-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000935	AC:000784	W7WX86	Q24CL2	Q23YW7	8th8-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000936	AC:000785	D7NIZ2	D7P897	D8V7I2	6rdf-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000937	AC:000787	A0A2K9VK97	A0A2K9VK99	A0A2K9VK98	9c39-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000938	AC:000788	P04908	P36954	P62987	8xvs-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000939	AC:000788	P36954	P04908	P68431	8xvs-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000940	AC:000789	P0A707	P0A7T7	P69222	9ss1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000941	AC:000789	P0A7T7	P0A707	P0A7V8	9ss1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000942	AC:000789	P0A7T7	P0A707	P62399	9ss1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000943	AC:000792	Q8N884	Q93079	O60814	8ol1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000944	AC:000792	Q8N884	Q93079	Q99877	8ol1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000945	AC:000792	Q8N884	Q93079	P06899	8ol1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000946	AC:000793	A0QS96	A0QSD7	A0QSG1	8wi9-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000947	AC:000793	A0QS96	A0QSD7	A0QZ86	8wi9-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000948	AC:000793	A0QSD7	A0QS96	A0QSG5	8wi9-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000949	AC:000793	A0QSD7	A0QS96	A0QSP9	8wi9-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000950	AC:000794	Q49QC8	Q49QE8	A4GDH1	7amv-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000951	AC:000794	Q49QE8	Q49QC8	Q49PL6	7amv-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000952	AC:000795	P21464	P21469	P12879	8cee-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000953	AC:000795	P21464	P21469	P21467	8cee-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000954	AC:000796	B7GL84	B7GIG3	B7GL96	6z16-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000955	AC:000799	P0DOX7	S6B2B6	S6C4R2	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000956	AC:000799	P0DOX7	S6B2B6	S6C4S0	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000957	AC:000799	P0DOX7	S6B2B6	Q6GMX6	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000958	AC:000799	S6B2B6	P0DOX7	Q6PIL8	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000959	AC:000799	S6B2B6	P0DOX7	Q6GMX4	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000960	AC:000799	S6B2B6	P0DOX7	Q8N355	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000961	AC:000800	P16685	P16678	P16686	7z19-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000962	AC:000802	Q9SUI6	Q8LCQ4	Q9SUI4	7wfd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000963	AC:000803	Q980T8	P57766	Q97Z84	7rpx-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000964	AC:000804	A8IJY7	A8J353	A8INX1	7ekq-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000965	AC:000804	A8J353	A8IJY7	A8INX1	7ekq-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000966	AC:000805	P0A800	P0AG30	P0A7Z4	6z9r-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000967	AC:000805	P0A800	P0AG30	A0A377VEN9	6z9r-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000968	AC:000806	A0AAN0NP81	A9WEV7	A9WEV4	8k9f-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000969	AC:000807	P40422	Q04307	P27999	7z0h-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000970	AC:000807	P40422	Q04307	P32529	7z0h-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000971	AC:000808	A0A4V8GZZ2	A0A4V8H001	A0A4V8GZZ8	6igz-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000972	AC:000809	P37382	Q09191	Q10317	8qsz-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000973	AC:000810	P53330	P32591	P43609	7egp-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000974	AC:000810	P53330	P32591	P53628	7egp-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000975	AC:000810	P53330	P32591	Q02206	7egp-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000976	AC:000812	Q9Y265	P06899	Q16778	7zi4-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000977	AC:000812	Q9Y265	P06899	P04908	7zi4-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000978	AC:000812	Q9Y265	P06899	P68431	7zi4-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000979	AC:000813	S6B2B6	S6C4R2	S6C4S0	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000980	AC:000813	S6B2B6	S6C4R2	Q6GMX4	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000981	AC:000813	S6B2B6	S6C4R2	Q8N355	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000982	AC:000813	S6C4R2	S6B2B6	Q7Z3Y4	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000983	AC:000813	S6C4R2	S6B2B6	P0DOX7	5w1k-assembly2.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000984	AC:000814	Q86X83	Q8N668	Q9GZQ3	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000985	AC:000814	Q86X83	Q8N668	Q9H0A8	8p0w-assembly1.cif.gz	same_assembly_bridge	True
SCF:0000986	AC:000814	Q86X83	Q8N668	Q9NX08	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000987	AC:000814	Q8N668	Q86X83	Q86VX2	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000988	AC:000814	Q8N668	Q86X83	Q9NX08	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000989	AC:000814	Q8N668	Q86X83	Q9P000	8p0w-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000990	AC:000815	P38550	A0A1S3YEW3	A0A1S3XP85	8wa1-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000991	AC:000819	P28066	Q96P70	Q13200	9qoo-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000992	AC:000819	P28066	Q96P70	Q99460	9qoo-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000993	AC:000819	Q96P70	P28066	P25787	9qoo-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000994	AC:000820	A0A0D9RB67	A0A0D9R493	A0A0D9RSN1	9h8t-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000995	AC:000821	A0A2P6TMX4	A0A2P6U4S6	A0A2P6U0J1	6zzx-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000996	AC:000822	A8IFG7	Q75VY6	A8ITV3	7bgi-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000997	AC:000822	A8IFG7	Q75VY6	A8IKC8	7bgi-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000998	AC:000824	Q9FJ98	Q39212	Q39211	8hyj-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0000999	AC:000827	P75560	P75131	Q50297	7ooc-assembly1.cif.gz	PDB_exact_pair_aggregate	False
SCF:0001000	AC:000828	O60925	P40227	P49368	6nrd-assembly1.cif.gz	same_assembly_bridge	True
SCF:0001001	AC:000828	O60925	P40227	P17987	6nrd-assembly1.cif.gz	PDB_exact_pair_aggregate	False
