directed_pair_id,score
O43521|P97287:reverse,0.999821
O43521|Q07813:forward,0.999835
O43521|Q07813:reverse,0.999860
O43521|Q07817:forward,0.999891
O43521|Q07817:reverse,0.999881
O43521|Q16611:forward,0.999811
O43521|Q16611:reverse,0.999880
O43521|Q92843:forward,0.999804
O43521|Q92843:reverse,0.999163
O43561|P08487:forward,0.999285
O43561|P08487:reverse,0.998410
O43561|P19174:forward,0.999198
O43561|P19174:reverse,0.998453
O43683|O43684:forward,0.995413
O43683|O43684:reverse,0.998831
O43683|Q8NG31:forward,0.609584
O43683|Q8NG31:reverse,0.001986
O43684|O60566:forward,0.993899
O43684|O60566:reverse,0.998421
O43707|Q15942:forward,0.291134
O43707|Q15942:reverse,0.991272
O43791|P10398:forward,0.086337
O43791|P10398:reverse,0.004086
O43791|P11308:forward,0.950613
O43791|P11308:reverse,0.995470
O43791|P12931:forward,0.883243
O43791|P12931:reverse,0.949601
O43791|Q9UKW6:forward,0.966941
O43791|Q9UKW6:reverse,0.997379
O43897|P11226:forward,0.996593
O43897|P11226:reverse,0.995402
O50245|Q9MA75:forward,0.010984
O50245|Q9MA75:reverse,0.025005
O54918|Q07813:forward,0.999836
O54918|Q07813:reverse,0.999832
O54918|Q07817:forward,0.999883
O54918|Q07817:reverse,0.999885
O54918|Q92843:forward,0.999816
O54918|Q92843:reverse,0.999027
O55042|Q3UJU9:forward,0.936883
O55042|Q3UJU9:reverse,0.948261
O60238|P10415:forward,0.999681
O60238|P10415:reverse,0.999689
O60238|P38182:forward,0.999642
O60238|P38182:reverse,0.993525
O60238|Q9GZQ8:forward,0.998755
O60238|Q9GZQ8:reverse,0.581745
O60260|P31016:forward,0.760934
O60260|P31016:reverse,0.020653
O60260|P78352:forward,0.825735
O60260|P78352:reverse,0.020672
O60341|Q9UKL0:forward,0.999065
O60341|Q9UKL0:reverse,0.999686
O60353|P56704:forward,0.000366
O60353|P56704:reverse,0.000639
O60566|Q8NG31:forward,0.057839
O60566|Q8NG31:reverse,0.004607
O60573|Q04637:forward,0.999469
O60573|Q04637:reverse,0.999556
O60573|Q13541:forward,0.999783
O60573|Q13541:reverse,0.999879
O60573|Q9NRA8:forward,0.999514
O60573|Q9NRA8:reverse,0.999671
O60603|Q15399:forward,0.055952
O60603|Q15399:reverse,0.064626
O60603|Q9Y2C9:forward,0.036683
O60603|Q9Y2C9:reverse,0.168484
O60674|P18031:forward,0.999066
O60674|P18031:reverse,0.999236
O60674|P26358:forward,0.000184
O60674|P26358:reverse,0.000116
O60684|P42224:forward,0.008874
O60684|P42224:reverse,0.000236
O60749|Q9UNH7:forward,0.999800
O60749|Q9UNH7:reverse,0.999355
O60749|Q9Y5X3:forward,0.999787
O60749|Q9Y5X3:reverse,0.999676
O60880|Q8BHK6:forward,0.999816
O60880|Q8BHK6:reverse,0.999831
O60880|Q9BZW8:forward,0.999868
O60880|Q9BZW8:reverse,0.999858
O60885|P50750:forward,0.997873
O60885|P50750:reverse,0.999158
O60885|P53350:forward,0.396320
O60885|P53350:reverse,0.087786
O60885|P62805:forward,0.999908
O60885|P62805:reverse,0.999905
O60894|Q03431:forward,0.965526
O60894|Q03431:reverse,0.127449
O60894|Q16602:forward,0.999772
O60894|Q16602:reverse,0.999780
O70337|P10415:forward,0.999899
O70337|P10415:reverse,0.999859
O74483|O74499:forward,0.999907
O74483|O74499:reverse,0.999059
O74483|Q9Y7M4:forward,0.999917
O74483|Q9Y7M4:reverse,0.999917
O74736|O94355:forward,0.982093
O74736|O94355:reverse,0.970777
O75144|Q9Y6W8:forward,0.999573
O75144|Q9Y6W8:reverse,0.999586
O75293|Q9Y6K9:forward,0.053299
O75293|Q9Y6K9:reverse,0.022285
O75376|P10276:forward,0.998774
O75376|P10276:reverse,0.999372
O75376|P19793:forward,0.298278
O75376|P19793:reverse,0.980708
O75376|P55055:forward,0.014166
O75376|P55055:reverse,0.159008
O75376|P62508:forward,0.003619
O75376|P62508:reverse,0.004457
O75460|P07823:forward,0.999163
O75460|P07823:reverse,0.999503
O75460|P11021:forward,0.999188
O75460|P11021:reverse,0.999500
O75496|O95343:forward,0.000058
O75496|O95343:reverse,0.000054
O75496|P61371:forward,0.000230
O75496|P61371:reverse,0.000256
O75563|P06239:forward,0.998938
O75563|P06239:reverse,0.999575
O75563|P06241:forward,0.999754
O75563|P06241:reverse,0.999850
O75569|Q9UPY3:forward,0.853682
O75569|Q9UPY3:reverse,0.925100
O75575|P62875:forward,0.999872
O75575|P62875:reverse,0.999935
O75581|P49841:forward,0.035074
O75581|P49841:reverse,0.360160
O75581|Q9WV60:forward,0.050867
O75581|Q9WV60:reverse,0.504282
O75716|P33993:forward,0.000086
O75716|P33993:reverse,0.000526
O75815|P56945:forward,0.283330
O75815|P56945:reverse,0.702048
O75970|Q61483:forward,0.000087
O75970|Q61483:reverse,0.000102
O80634|P26288:forward,0.011133
O80634|P26288:reverse,0.007529
O81098|Q6NLH0:forward,0.999871
O81098|Q6NLH0:reverse,0.999814
O88351|O88522:forward,0.998797
O88351|O88522:reverse,0.991494
O88351|Q9Y6K9:forward,0.998902
O88351|Q9Y6K9:reverse,0.993223
O88447|Q9ESN9:forward,0.998407
O88447|Q9ESN9:reverse,0.744914
O88522|Q96EP0:forward,0.999024
O88522|Q96EP0:reverse,0.998375
O88551|P39447:forward,0.997873
O88551|P39447:reverse,0.029393
O88551|Q9Z0U1:forward,0.398357
O88551|Q9Z0U1:reverse,0.009064
O88602|P31016:forward,0.954488
O88602|P31016:reverse,0.435226
O88846|P29590:forward,0.999490
O88846|P29590:reverse,0.987554
O89100|Q3ZB57:forward,0.979946
O89100|Q3ZB57:reverse,0.998875
O89100|Q9UQC2:forward,0.981443
O89100|Q9UQC2:reverse,0.998240
O93352|Q9I9A7:forward,0.996688
O93352|Q9I9A7:reverse,0.998387
O94408|Q9UUI1:forward,0.999905
O94408|Q9UUI1:reverse,0.999903
O94646|P87310:forward,0.999948
O94646|P87310:reverse,0.999952
O94742|Q12049:forward,0.823595
O94742|Q12049:reverse,0.002534
O94742|Q12250:forward,0.051542
O94742|Q12250:reverse,0.371981
O94776|Q13547:forward,0.999691
O94776|Q13547:reverse,0.999527
O94776|Q96DB2:forward,0.006445
O94776|Q96DB2:reverse,0.018202
O95166|O95352:forward,0.999813
O95166|O95352:reverse,0.999888
O95257|Q9Y6K9:forward,0.011246
O95257|Q9Y6K9:reverse,0.001732
O95259|Q12809:forward,0.999895
O95259|Q12809:reverse,0.999896
O95259|Q63472:forward,0.999879
O95259|Q63472:reverse,0.999894
O95352|Q9H0R8:forward,0.999891
O95352|Q9H0R8:reverse,0.999786
O95376|Q15843:forward,0.998500
O95376|Q15843:reverse,0.999863
O95500|Q07157:forward,0.003524
O95500|Q07157:reverse,0.002358
O95718|P03372:forward,0.995884
O95718|P03372:reverse,0.937932
O95750|P22455:forward,0.998039
O95750|P22455:reverse,0.996676
O95817|P11142:forward,0.999480
O95817|P11142:reverse,0.999417
O95817|P34932:forward,0.997293
O95817|P34932:reverse,0.857606
O95831|P09874:forward,0.003120
O95831|P09874:reverse,0.000602
O95831|P62937:forward,0.999273
O95831|P62937:reverse,0.995996
O95832|Q07157:forward,0.998837
O95832|Q07157:reverse,0.058234
O95835|P06493:forward,0.999485
O95835|P06493:reverse,0.999840
O95835|P24941:forward,0.834689
O95835|P24941:reverse,0.998262
O95835|Q7L9L4:forward,0.467122
O95835|Q7L9L4:reverse,0.781596
O95835|Q9H8S9:forward,0.699955
O95835|Q9H8S9:reverse,0.834607
O95931|Q06587:forward,0.999664
O95931|Q06587:reverse,0.999871
O95931|Q99496:forward,0.999900
O95931|Q99496:reverse,0.999923
P00166|P80883:forward,0.999192
P00166|P80883:reverse,0.999454
P00289|P80883:forward,0.996427
P00289|P80883:reverse,0.565951
P00429|Q01321:forward,0.999931
P00429|Q01321:reverse,0.999887
P00488|P02751:forward,0.000629
P00488|P02751:reverse,0.002719
P00519|P04626:forward,0.085056
P00519|P04626:reverse,0.958417
P00533|P01111:forward,0.031177
P00533|P01111:reverse,0.084355
P00533|P01112:forward,0.999234
P00533|P01112:reverse,0.998778
P00533|P04626:forward,0.999862
P00533|P04626:reverse,0.999874
P00533|P07900:forward,0.999719
P00533|P07900:reverse,0.996394
P00533|P10686:forward,0.314321
P00533|P10686:reverse,0.009163
P00533|P12931:forward,0.999692
P00533|P12931:reverse,0.999838
P00533|P19174:forward,0.366464
P00533|P19174:reverse,0.006314
P00533|P22455:forward,0.293210
P00533|P22455:reverse,0.603843
P00533|P22607:forward,0.993412
P00533|P22607:reverse,0.915943
P00533|P23443:forward,0.897086
P00533|P23443:reverse,0.923772
P00533|P29317:forward,0.996745
P00533|P29317:reverse,0.998450
P00533|P29353:forward,0.999690
P00533|P29353:reverse,0.999706
P00533|P30530:forward,0.877200
P00533|P30530:reverse,0.970844
P00533|P31749:forward,0.999824
P00533|P31749:reverse,0.999853
P00533|P41240:forward,0.996349
P00533|P41240:reverse,0.999427
P00533|Q02297:forward,0.999554
P00533|Q02297:reverse,0.993166
P00533|Q5M824:forward,0.999767
P00533|Q5M824:reverse,0.999728
P00533|Q6J9G0:forward,0.992330
P00533|Q6J9G0:reverse,0.966303
P00533|Q99075:forward,0.999147
P00533|Q99075:reverse,0.999715
P00533|Q9WUD9:forward,0.999704
P00533|Q9WUD9:reverse,0.999841
P00546|Q16667:forward,0.999448
P00546|Q16667:reverse,0.999459
P00734|P01008:forward,0.999842
P00734|P01008:reverse,0.999711
P00734|P05154:forward,0.999755
P00734|P05154:reverse,0.998487
P00734|P05546:forward,0.999650
P00734|P05546:reverse,0.999649
P00734|P07093:forward,0.999834
P00734|P07093:reverse,0.999846
P00734|P07204:forward,0.688891
P00734|P07204:reverse,0.974549
P00734|P13726:forward,0.858930
P00734|P13726:reverse,0.002298
P00742|P07204:forward,0.989565
P00742|P07204:reverse,0.008470
P00747|P09104:forward,0.091667
P00747|P09104:reverse,0.182893
P00747|Q48UF7:forward,0.208318
P00747|Q48UF7:reverse,0.067600
P00748|Q03405:forward,0.106835
P00748|Q03405:reverse,0.018653
P00749|P05121:forward,0.999824
P00749|P05121:reverse,0.998685
P00749|Q03405:forward,0.986402
P00749|Q03405:reverse,0.998316
P00750|P05121:forward,0.999872
P00750|P05121:reverse,0.999824
P00760|P01009:forward,0.999814
P00760|P01009:reverse,0.999637
P00813|P27487:forward,0.999527
P00813|P27487:reverse,0.994424
P01009|P08246:forward,0.999772
P01009|P08246:reverse,0.999739
P01019|P30556:forward,0.999150
P01019|P30556:reverse,0.999403
P01019|P35414:forward,0.001028
P01019|P35414:reverse,0.534207
P01019|P50052:forward,0.014139
P01019|P50052:reverse,0.002623
P01019|Q9WV08:forward,0.000552
P01019|Q9WV08:reverse,0.693552
P01024|P05160:forward,0.074672
P01024|P05160:reverse,0.980306
P01024|P08603:forward,0.174049
P01024|P08603:reverse,0.999721
P01024|P15529:forward,0.078841
P01024|P15529:reverse,0.520610
P01024|P17927:forward,0.228905
P01024|P17927:reverse,0.395015
P01024|P20023:forward,0.317291
P01024|P20023:reverse,0.995039
P01024|P36980:forward,0.007179
P01024|P36980:reverse,0.999100
P01033|P50281:forward,0.999610
P01033|P50281:reverse,0.994215
P01040|P07858:forward,0.999748
P01040|P07858:reverse,0.999779
P01106|P31749:forward,0.999622
P01106|P31749:reverse,0.999704
P01106|Q15208:forward,0.999014
P01106|Q15208:reverse,0.998633
P01111|P04049:forward,0.553424
P01111|P04049:reverse,0.142251
P01111|P15056:forward,0.005601
P01111|P15056:reverse,0.033244
P01112|P04049:forward,0.999163
P01112|P04049:reverse,0.999516
P01112|P09382:forward,0.988368
P01112|P09382:reverse,0.928703
P01112|P11762:forward,0.972932
P01112|P11762:reverse,0.826388
P01112|P12931:forward,0.983234
P01112|P12931:reverse,0.999263
P01112|P15056:forward,0.568412
P01112|P15056:reverse,0.248991
P01112|P20936:forward,0.998473
P01112|P20936:reverse,0.998573
P01112|Q15311:forward,0.730269
P01112|Q15311:reverse,0.990936
P01112|Q8WWW0:forward,0.999180
P01112|Q8WWW0:reverse,0.999627
P01112|Q9UQ13:forward,0.999434
P01112|Q9UQ13:reverse,0.997104
P01116|P04049:forward,0.999440
P01116|P04049:reverse,0.999662
P01116|P07900:forward,0.999693
P01116|P07900:reverse,0.999788
P01116|P09382:forward,0.998590
P01116|P09382:reverse,0.652784
P01116|P15056:forward,0.616103
P01116|P15056:reverse,0.299169
P01116|P20936:forward,0.999012
P01116|P20936:reverse,0.998756
P01116|Q13617:forward,0.061903
P01116|Q13617:reverse,0.063536
P01116|Q8WWW0:forward,0.999262
P01116|Q8WWW0:reverse,0.999609
P01130|P02649:forward,0.999595
P01130|P02649:reverse,0.999306
P01137|P17813:forward,0.999312
P01137|P17813:reverse,0.999623
P01137|Q14766:forward,0.478685
P01137|Q14766:reverse,0.969825
P01137|Q14767:forward,0.142759
P01137|Q14767:reverse,0.951330
P01137|Q8N2S1:forward,0.650840
P01137|Q8N2S1:reverse,0.988923
P01236|P16471:forward,0.998891
P01236|P16471:reverse,0.999601
P01241|P16471:forward,0.998556
P01241|P16471:reverse,0.999559
P01308|P06213:forward,0.998740
P01308|P06213:reverse,0.999072
P01308|P08069:forward,0.998683
P01308|P08069:reverse,0.998961
P01308|P0DMV8:forward,0.995233
P01308|P0DMV8:reverse,0.999565
P01308|P11717:forward,0.999196
P01308|P11717:reverse,0.990638
P01308|P34932:forward,0.999340
P01308|P34932:reverse,0.998343
P01344|P11717:forward,0.992747
P01344|P11717:reverse,0.096731
P01584|P14778:forward,0.999870
P01584|P14778:reverse,0.999822
P01584|Q9NPH3:forward,0.999727
P01584|Q9NPH3:reverse,0.999034
P01660|P18526:forward,0.997307
P01660|P18526:reverse,0.224751
P01730|P01857:forward,0.999379
P01730|P01857:reverse,0.999428
P01730|P0DOX5:forward,0.999647
P01730|P0DOX5:reverse,0.999769
P01730|Q6N030:forward,0.997753
P01730|Q6N030:reverse,0.999625
P01730|Q6N095:forward,0.998684
P01730|Q6N095:reverse,0.999775
P01738|P01887:forward,0.999351
P01738|P01887:reverse,0.998812
P01750|P18526:forward,0.999829
P01750|P18526:reverse,0.999821
P01837|P04214:forward,0.980511
P01837|P04214:reverse,0.983959
P01857|P0DOX5:forward,0.994588
P01857|P0DOX5:reverse,0.939232
P01857|P29460:forward,0.037690
P01857|P29460:reverse,0.008629
P01887|P01901:forward,0.999676
P01887|P01901:reverse,0.999791
P01887|P04214:forward,0.996597
P01887|P04214:reverse,0.996668
P01887|P70387:forward,0.999478
P01887|P70387:reverse,0.999259
P01887|Q5R1F1:forward,0.996357
P01887|Q5R1F1:reverse,0.998039
P01887|Q6PJ56:forward,0.976446
P01887|Q6PJ56:reverse,0.999244
P01889|P04439:forward,0.999825
P01889|P04439:reverse,0.999822
P01889|P43629:forward,0.295084
P01889|P43629:reverse,0.888844
P01889|P43630:forward,0.989978
P01889|P43630:reverse,0.996047
P01889|Q8N423:forward,0.234143
P01889|Q8N423:reverse,0.634612
P01889|Q8NHL6:forward,0.392137
P01889|Q8NHL6:reverse,0.976523
P02281|Q9XFH4:forward,0.805971
P02281|Q9XFH4:reverse,0.953317
P02293|P02309:forward,0.999808
P02293|P02309:reverse,0.999870
P02299|P31376:forward,0.999640
P02299|P31376:reverse,0.999276
P02309|P47128:forward,0.999858
P02309|P47128:reverse,0.999810
P02309|Q12509:forward,0.999144
P02309|Q12509:reverse,0.999796
P02602|P68135:forward,0.053770
P02602|P68135:reverse,0.004619
P02649|P05067:forward,0.999800
P02649|P05067:reverse,0.999842
P02649|P10636:forward,0.929112
P02649|P10636:reverse,0.960398
P02649|P12023:forward,0.999760
P02649|P12023:reverse,0.999843
P02649|P35951:forward,0.999463
P02649|P35951:reverse,0.999460
P02649|P98155:forward,0.998248
P02649|P98155:reverse,0.994815
P02649|Q07954:forward,0.999387
P02649|Q07954:reverse,0.996055
P02649|Q91ZX7:forward,0.999246
P02649|Q91ZX7:reverse,0.995463
P02730|P04406:forward,0.999122
P02730|P04406:reverse,0.999083
P02730|P46406:forward,0.999204
P02730|P46406:reverse,0.999221
P02741|P04003:forward,0.998870
P02741|P04003:reverse,0.988503
P02743|P04003:forward,0.998304
P02743|P04003:reverse,0.142069
P02743|P08603:forward,0.995654
P02743|P08603:reverse,0.996498
P02749|P11226:forward,0.999148
P02749|P11226:reverse,0.995411
P02749|P39039:forward,0.250022
P02749|P39039:reverse,0.102982
P02751|P06756:forward,0.944061
P02751|P06756:reverse,0.008876
P02751|P21980:forward,0.000487
P02751|P21980:reverse,0.000213
P02751|P56199:forward,0.139112
P02751|P56199:reverse,0.135838
P02768|P55899:forward,0.003892
P02768|P55899:reverse,0.011415
P02768|Q61559:forward,0.026734
P02768|Q61559:reverse,0.220716
P02786|P02787:forward,0.938731
P02786|P02787:reverse,0.996353
P02786|Q30201:forward,0.065520
P02786|Q30201:reverse,0.927296
P02787|Q99376:forward,0.855490
P02787|Q99376:reverse,0.177247
P02829|Q16543:forward,0.982833
P02829|Q16543:reverse,0.792752
P03347|P61221:forward,0.002088
P03347|P61221:reverse,0.055249
P03372|P23771:forward,0.999701
P03372|P23771:reverse,0.999733
P03372|P27540:forward,0.999560
P03372|P27540:reverse,0.999587
P03372|P35232:forward,0.999875
P03372|P35232:reverse,0.999723
P03372|P48552:forward,0.999760
P03372|P48552:reverse,0.999640
P03372|P60763:forward,0.000516
P03372|P60763:reverse,0.000476
P03372|P63000:forward,0.021521
P03372|P63000:reverse,0.001708
P03372|Q14994:forward,0.995899
P03372|Q14994:reverse,0.999354
P03372|Q15596:forward,0.999588
P03372|Q15596:reverse,0.999219
P03372|Q16665:forward,0.999870
P03372|Q16665:reverse,0.999577
P03372|Q99623:forward,0.999657
P03372|Q99623:reverse,0.999415
P04004|P05121:forward,0.999777
P04004|P05121:reverse,0.999787
P04049|P10398:forward,0.999911
P04049|P10398:reverse,0.999814
P04049|P15056:forward,0.999766
P04049|P15056:reverse,0.999528
P04049|P36507:forward,0.983357
P04049|P36507:reverse,0.998435
P04080|P07858:forward,0.055385
P04080|P07858:reverse,0.980333
P04150|P31749:forward,0.983961
P04150|P31749:reverse,0.998236
P04150|P49841:forward,0.998754
P04150|P49841:reverse,0.998876
P04156|P05067:forward,0.998259
P04156|P05067:reverse,0.999836
P04202|P17813:forward,0.999236
P04202|P17813:reverse,0.999645
P04271|Q00987:forward,0.999863
P04271|Q00987:reverse,0.999896
P04406|Q8IUQ4:forward,0.998045
P04406|Q8IUQ4:reverse,0.999334
P04406|Q920M9:forward,0.997981
P04406|Q920M9:reverse,0.999335
P04439|P09693:forward,0.997855
P04439|P09693:reverse,0.997920
P04439|P30511:forward,0.999856
P04439|P30511:reverse,0.999814
P04439|P43629:forward,0.551045
P04439|P43629:reverse,0.992173
P04439|P43630:forward,0.994781
P04439|P43630:reverse,0.999166
P04439|P43631:forward,0.104124
P04439|P43631:reverse,0.451708
P04439|P61769:forward,0.999866
P04439|P61769:reverse,0.999854
P04439|P84077:forward,0.991726
P04439|P84077:reverse,0.952324
P04439|Q14943:forward,0.046156
P04439|Q14943:reverse,0.007405
P04591|Q99816:forward,0.004154
P04591|Q99816:reverse,0.011339
P04626|P07900:forward,0.997816
P04626|P07900:reverse,0.046069
P04626|P21860:forward,0.999848
P04626|P21860:reverse,0.999739
P04626|P29353:forward,0.005043
P04626|P29353:reverse,0.042827
P04626|P42684:forward,0.000956
P04626|P42684:reverse,0.001715
P04626|P78352:forward,0.006446
P04626|P78352:reverse,0.014155
P04626|Q02297:forward,0.052396
P04626|Q02297:reverse,0.010289
P04626|Q86UT5:forward,0.000647
P04626|Q86UT5:reverse,0.000275
P04637|P18283:forward,0.999778
P04637|P18283:reverse,0.999465
P04637|P25445:forward,0.997014
P04637|P25445:reverse,0.992472
P04637|P27348:forward,0.999796
P04637|P27348:reverse,0.998766
P04637|P36969:forward,0.009709
P04637|P36969:reverse,0.031548
P04637|P61224:forward,0.139276
P04637|P61224:reverse,0.963748
P04637|P61964:forward,0.999835
P04637|P61964:reverse,0.999861
P04637|P63000:forward,0.415063
P04637|P63000:reverse,0.914628
P04637|P63103:forward,0.999830
P04637|P63103:reverse,0.999604
P04637|P63244:forward,0.999931
P04637|P63244:reverse,0.999795
P04637|Q00987:forward,0.999879
P04637|Q00987:reverse,0.999894
P04637|Q04917:forward,0.999760
P04637|Q04917:reverse,0.979539
P04637|Q8WUF5:forward,0.999879
P04637|Q8WUF5:reverse,0.999905
P04637|Q92956:forward,0.999630
P04637|Q92956:reverse,0.989878
P04637|Q96J02:forward,0.999914
P04637|Q96J02:reverse,0.999895
P04899|P41143:forward,0.999257
P04899|P41143:reverse,0.999373
P04908|P62987:forward,0.999167
P04908|P62987:reverse,0.999082
P04911|P31376:forward,0.995667
P04911|P31376:reverse,0.987721
P04911|Q12464:forward,0.999207
P04911|Q12464:reverse,0.999158
P04912|Q12464:forward,0.999195
P04912|Q12464:reverse,0.999039
P04912|Q12509:forward,0.896408
P04912|Q12509:reverse,0.995273
P04921|Q12959:forward,0.816241
P04921|Q12959:reverse,0.946695
P04921|Q9UDY2:forward,0.001057
P04921|Q9UDY2:reverse,0.936142
P04925|P05067:forward,0.999002
P04925|P05067:reverse,0.999788
P05019|P08833:forward,0.984059
P05019|P08833:reverse,0.999440
P05019|P11717:forward,0.006113
P05019|P11717:reverse,0.004529
P05019|P24593:forward,0.888124
P05019|P24593:reverse,0.999680
P05067|P12023:forward,0.999901
P05067|P12023:reverse,0.999901
P05067|P15253:forward,0.999860
P05067|P15253:reverse,0.999843
P05067|P27797:forward,0.999848
P05067|P27797:reverse,0.999898
P05067|P36544:forward,0.996114
P05067|P36544:reverse,0.997268
P05067|P37840:forward,0.999838
P05067|P37840:reverse,0.999645
P05067|P49582:forward,0.982755
P05067|P49582:reverse,0.997772
P05067|P98164:forward,0.998926
P05067|P98164:reverse,0.970781
P05067|Q06481:forward,0.999885
P05067|Q06481:reverse,0.999930
P05067|Q07954:forward,0.998843
P05067|Q07954:reverse,0.996589
P05067|Q8IWV2:forward,0.978158
P05067|Q8IWV2:reverse,0.789590
P05067|Q9UQ52:forward,0.209570
P05067|Q9UQ52:reverse,0.049446
P05106|P06756:forward,0.999660
P05106|P06756:reverse,0.998160
P05106|P08514:forward,0.998948
P05106|P08514:reverse,0.968013
P05112|P78552:forward,0.999210
P05112|P78552:reverse,0.990333
P05112|Q14627:forward,0.996735
P05112|Q14627:reverse,0.996711
P05230|P11362:forward,0.998489
P05230|P11362:reverse,0.992667
P05310|P17227:forward,0.974941
P05310|P17227:reverse,0.905015
P05310|Q32904:forward,0.997963
P05310|Q32904:reverse,0.999691
P05311|Q01667:forward,0.999524
P05311|Q01667:reverse,0.999604
P05311|Q41038:forward,0.999151
P05311|Q41038:reverse,0.999374
P05362|P20701:forward,0.021222
P05362|P20701:reverse,0.150676
P05362|P24063:forward,0.130057
P05362|P24063:reverse,0.178021
P05412|P17275:forward,0.999843
P05412|P17275:reverse,0.999793
P05556|Q8CIB5:forward,0.000190
P05556|Q8CIB5:reverse,0.000964
P05556|Q9BQL6:forward,0.000145
P05556|Q9BQL6:reverse,0.000115
P06213|P46108:forward,0.000330
P06213|P46108:reverse,0.000934
P06213|P62993:forward,0.999539
P06213|P62993:reverse,0.996394
P06239|P46108:forward,0.998947
P06239|P46108:reverse,0.999596
P06241|P07900:forward,0.999815
P06241|P07900:reverse,0.998580
P06241|P10636:forward,0.996640
P06241|P10636:reverse,0.998539
P06241|Q02156:forward,0.999320
P06241|Q02156:reverse,0.999284
P06280|P98164:forward,0.000123
P06280|P98164:reverse,0.000099
P06280|Q07954:forward,0.000267
P06280|Q07954:reverse,0.001067
P06493|P14618:forward,0.999589
P06493|P14618:reverse,0.998870
P06493|P14635:forward,0.999917
P06493|P14635:reverse,0.999897
P06493|P20248:forward,0.999922
P06493|P20248:reverse,0.999759
P06493|Q13309:forward,0.999873
P06493|Q13309:reverse,0.999874
P06493|Q96AV8:forward,0.998749
P06493|Q96AV8:reverse,0.061693
P06703|Q00987:forward,0.999611
P06703|Q00987:reverse,0.999846
P06703|Q9HB71:forward,0.999478
P06703|Q9HB71:reverse,0.999737
P06730|P78344:forward,0.994307
P06730|P78344:reverse,0.999340
P06730|Q04637:forward,0.862551
P06730|Q04637:reverse,0.998066
P06730|Q9NRA8:forward,0.999018
P06730|Q9NRA8:reverse,0.999610
P06731|P13688:forward,0.999672
P06731|P13688:reverse,0.999761
P06746|P18887:forward,0.999694
P06746|P18887:reverse,0.999526
P06761|Q66HD0:forward,0.999863
P06761|Q66HD0:reverse,0.999838
P06766|P18887:forward,0.999702
P06766|P18887:reverse,0.999511
P06858|Q8IV16:forward,0.999571
P06858|Q8IV16:reverse,0.861115
P06858|Q9BY76:forward,0.061853
P06858|Q9BY76:reverse,0.339225
P06858|Q9Y5C1:forward,0.998701
P06858|Q9Y5C1:reverse,0.997392
P06897|Q9XFH4:forward,0.908352
P06897|Q9XFH4:reverse,0.911837
P07207|P28159:forward,0.000057
P07207|P28159:reverse,0.000080
P07225|P30530:forward,0.000574
P07225|P30530:reverse,0.001397
P07357|P13987:forward,0.999504
P07357|P13987:reverse,0.998553
P07358|P13987:forward,0.742024
P07358|P13987:reverse,0.067532
P07470|Q01321:forward,0.999912
P07470|Q01321:reverse,0.999900
P07550|P63092:forward,0.999693
P07550|P63092:reverse,0.998722
P07550|P63096:forward,0.999836
P07550|P63096:reverse,0.999775
P07611|P18384:forward,0.001755
P07611|P18384:reverse,0.001181
P07703|P20435:forward,0.999919
P07703|P20435:reverse,0.999663
P07703|P47076:forward,0.999944
P07703|P47076:reverse,0.999915
P07839|P12356:forward,0.997973
P07839|P12356:reverse,0.994963
P07839|Q05093:forward,0.999296
P07839|Q05093:reverse,0.994247
P07900|P10636:forward,0.971475
P07900|P10636:reverse,0.995484
P07900|P12931:forward,0.999077
P07900|P12931:reverse,0.999773
P07900|P31749:forward,0.999745
P07900|P31749:reverse,0.999871
P07900|P41240:forward,0.993443
P07900|P41240:reverse,0.999388
P07900|P49841:forward,0.999191
P07900|P49841:reverse,0.999699
P07900|P53041:forward,0.999605
P07900|P53041:reverse,0.999777
P07900|Q13451:forward,0.999608
P07900|Q13451:reverse,0.998979
P07900|Q13627:forward,0.999166
P07900|Q13627:reverse,0.999111
P07900|Q15185:forward,0.999875
P07900|Q15185:reverse,0.999826
P07900|Q16543:forward,0.999261
P07900|Q16543:reverse,0.997117
P07900|Q8NE63:forward,0.212798
P07900|Q8NE63:reverse,0.480148
P07900|Q9BQI3:forward,0.998734
P07900|Q9BQI3:reverse,0.998341
P07900|Q9R0Q7:forward,0.999874
P07900|Q9R0Q7:reverse,0.999831
P07900|Q9UIM3:forward,0.999711
P07900|Q9UIM3:reverse,0.999893
P07900|Q9Y2Z0:forward,0.672481
P07900|Q9Y2Z0:reverse,0.239048
P08069|P27348:forward,0.970202
P08069|P27348:reverse,0.966115
P08069|P63103:forward,0.983917
P08069|P63103:reverse,0.993944
P08134|Q96PY5:forward,0.982487
P08134|Q96PY5:reverse,0.998481
P08174|Q9UHX3:forward,0.010000
P08174|Q9UHX3:reverse,0.499286
P08195|Q01650:forward,0.268132
P08195|Q01650:reverse,0.996290
P08195|Q9UPY5:forward,0.190658
P08195|Q9UPY5:reverse,0.996264
P08238|P10636:forward,0.121603
P08238|P10636:reverse,0.922447
P08238|P12931:forward,0.993230
P08238|P12931:reverse,0.999322
P08238|P31749:forward,0.999335
P08238|P31749:reverse,0.999846
P08238|P31948:forward,0.999640
P08238|P31948:reverse,0.999658
P08238|P49841:forward,0.997055
P08238|P49841:reverse,0.999112
P08238|Q15185:forward,0.999864
P08238|Q15185:reverse,0.999844
P08238|Q9BQI3:forward,0.992592
